                             component              met       n    nvar
       TTJets_HT1200to2500_madgraphMLM   0.398107170553       9       9
       TTJets_HT1200to2500_madgraphMLM   0.501187233627      30      30
       TTJets_HT1200to2500_madgraphMLM    0.63095734448      56      56
       TTJets_HT1200to2500_madgraphMLM   0.794328234724      82      82
       TTJets_HT1200to2500_madgraphMLM              1.0     133     133
       TTJets_HT1200to2500_madgraphMLM    1.25892541179     211     211
       TTJets_HT1200to2500_madgraphMLM    1.58489319246     335     335
       TTJets_HT1200to2500_madgraphMLM    1.99526231497     496     496
       TTJets_HT1200to2500_madgraphMLM    2.51188643151     841     841
       TTJets_HT1200to2500_madgraphMLM    3.16227766017    1320    1320
       TTJets_HT1200to2500_madgraphMLM    3.98107170553    2046    2046
       TTJets_HT1200to2500_madgraphMLM    5.01187233627    3223    3223
       TTJets_HT1200to2500_madgraphMLM     6.3095734448    4963    4963
       TTJets_HT1200to2500_madgraphMLM    7.94328234724    8031    8031
       TTJets_HT1200to2500_madgraphMLM               10   12300   12300
       TTJets_HT1200to2500_madgraphMLM    12.5892541179   19131   19131
       TTJets_HT1200to2500_madgraphMLM    15.8489319246   29236   29236
       TTJets_HT1200to2500_madgraphMLM    19.9526231497   42590   42590
       TTJets_HT1200to2500_madgraphMLM    25.1188643151   62121   62121
       TTJets_HT1200to2500_madgraphMLM    31.6227766017   84673   84673
       TTJets_HT1200to2500_madgraphMLM    39.8107170553  108985  108985
       TTJets_HT1200to2500_madgraphMLM    50.1187233627  128801  128801
       TTJets_HT1200to2500_madgraphMLM     63.095734448  137223  137223
       TTJets_HT1200to2500_madgraphMLM    79.4328234724  129419  129419
       TTJets_HT1200to2500_madgraphMLM            100.0  106949  106949
       TTJets_HT1200to2500_madgraphMLM    125.892541179   80980   80980
       TTJets_HT1200to2500_madgraphMLM    158.489319246   58993   58993
       TTJets_HT1200to2500_madgraphMLM    199.526231497   43284   43284
       TTJets_HT1200to2500_madgraphMLM    251.188643151   31542   31542
       TTJets_HT1200to2500_madgraphMLM    316.227766017   22602   22602
       TTJets_HT1200to2500_madgraphMLM    398.107170553   15657   15657
       TTJets_HT1200to2500_madgraphMLM    501.187233627    9678    9678
       TTJets_HT1200to2500_madgraphMLM     630.95734448    5384    5384
       TTJets_HT1200to2500_madgraphMLM    794.328234724    2277    2277
       TTJets_HT1200to2500_madgraphMLM           1000.0     646     646
       TTJets_HT1200to2500_madgraphMLM    1258.92541179     116     116
       TTJets_HT1200to2500_madgraphMLM    1584.89319246       7       7
       TTJets_HT1200to2500_madgraphMLM    1995.26231497       3       3
       TTJets_HT1200to2500_madgraphMLM    2511.88643151       1       1
       TTJets_HT1200to2500_madgraphMLM    3162.27766017       0       0
        TTJets_HT2500toInf_madgraphMLM              0.1       1       1
        TTJets_HT2500toInf_madgraphMLM   0.125892541179       0       0
        TTJets_HT2500toInf_madgraphMLM   0.199526231497       2       2
        TTJets_HT2500toInf_madgraphMLM   0.251188643151       2       2
        TTJets_HT2500toInf_madgraphMLM   0.316227766017       1       1
        TTJets_HT2500toInf_madgraphMLM   0.398107170553       5       5
        TTJets_HT2500toInf_madgraphMLM   0.501187233627       7       7
        TTJets_HT2500toInf_madgraphMLM    0.63095734448       7       7
        TTJets_HT2500toInf_madgraphMLM   0.794328234724      12      12
        TTJets_HT2500toInf_madgraphMLM              1.0      21      21
        TTJets_HT2500toInf_madgraphMLM    1.25892541179      27      27
        TTJets_HT2500toInf_madgraphMLM    1.58489319246      44      44
        TTJets_HT2500toInf_madgraphMLM    1.99526231497      58      58
        TTJets_HT2500toInf_madgraphMLM    2.51188643151     102     102
        TTJets_HT2500toInf_madgraphMLM    3.16227766017     174     174
        TTJets_HT2500toInf_madgraphMLM    3.98107170553     297     297
        TTJets_HT2500toInf_madgraphMLM    5.01187233627     461     461
        TTJets_HT2500toInf_madgraphMLM     6.3095734448     684     684
        TTJets_HT2500toInf_madgraphMLM    7.94328234724    1053    1053
        TTJets_HT2500toInf_madgraphMLM               10    1697    1697
        TTJets_HT2500toInf_madgraphMLM    12.5892541179    2599    2599
        TTJets_HT2500toInf_madgraphMLM    15.8489319246    3985    3985
        TTJets_HT2500toInf_madgraphMLM    19.9526231497    6023    6023
        TTJets_HT2500toInf_madgraphMLM    25.1188643151    8982    8982
        TTJets_HT2500toInf_madgraphMLM    31.6227766017   12778   12778
        TTJets_HT2500toInf_madgraphMLM    39.8107170553   17192   17192
        TTJets_HT2500toInf_madgraphMLM    50.1187233627   22298   22298
        TTJets_HT2500toInf_madgraphMLM     63.095734448   26309   26309
        TTJets_HT2500toInf_madgraphMLM    79.4328234724   28921   28921
        TTJets_HT2500toInf_madgraphMLM            100.0   28900   28900
        TTJets_HT2500toInf_madgraphMLM    125.892541179   25708   25708
        TTJets_HT2500toInf_madgraphMLM    158.489319246   20323   20323
        TTJets_HT2500toInf_madgraphMLM    199.526231497   14318   14318
        TTJets_HT2500toInf_madgraphMLM    251.188643151    9648    9648
        TTJets_HT2500toInf_madgraphMLM    316.227766017    6613    6613
        TTJets_HT2500toInf_madgraphMLM    398.107170553    4324    4324
        TTJets_HT2500toInf_madgraphMLM    501.187233627    2901    2901
        TTJets_HT2500toInf_madgraphMLM     630.95734448    1711    1711
        TTJets_HT2500toInf_madgraphMLM    794.328234724    1018    1018
        TTJets_HT2500toInf_madgraphMLM           1000.0     530     530
        TTJets_HT2500toInf_madgraphMLM    1258.92541179     215     215
        TTJets_HT2500toInf_madgraphMLM    1584.89319246      70      70
        TTJets_HT2500toInf_madgraphMLM    1995.26231497       8       8
        TTJets_HT2500toInf_madgraphMLM    2511.88643151       0       0
         TTJets_HT600to800_madgraphMLM  0.0199526231497       2       2
         TTJets_HT600to800_madgraphMLM  0.0251188643151       0       0
         TTJets_HT600to800_madgraphMLM  0.0398107170553       1       1
         TTJets_HT600to800_madgraphMLM  0.0501187233627       0       0
         TTJets_HT600to800_madgraphMLM   0.063095734448       6       6
         TTJets_HT600to800_madgraphMLM  0.0794328234724       3       3
         TTJets_HT600to800_madgraphMLM              0.1      10      10
         TTJets_HT600to800_madgraphMLM   0.125892541179      18      18
         TTJets_HT600to800_madgraphMLM   0.158489319246      31      31
         TTJets_HT600to800_madgraphMLM   0.199526231497      55      55
         TTJets_HT600to800_madgraphMLM   0.251188643151      67      67
         TTJets_HT600to800_madgraphMLM   0.316227766017      96      96
         TTJets_HT600to800_madgraphMLM   0.398107170553     183     183
         TTJets_HT600to800_madgraphMLM   0.501187233627     281     281
         TTJets_HT600to800_madgraphMLM    0.63095734448     452     452
         TTJets_HT600to800_madgraphMLM   0.794328234724     681     681
         TTJets_HT600to800_madgraphMLM              1.0    1132    1132
         TTJets_HT600to800_madgraphMLM    1.25892541179    1741    1741
         TTJets_HT600to800_madgraphMLM    1.58489319246    2739    2739
         TTJets_HT600to800_madgraphMLM    1.99526231497    4362    4362
         TTJets_HT600to800_madgraphMLM    2.51188643151    6873    6873
         TTJets_HT600to800_madgraphMLM    3.16227766017   10924   10924
         TTJets_HT600to800_madgraphMLM    3.98107170553   17064   17064
         TTJets_HT600to800_madgraphMLM    5.01187233627   26976   26976
         TTJets_HT600to800_madgraphMLM     6.3095734448   42543   42543
         TTJets_HT600to800_madgraphMLM    7.94328234724   65877   65877
         TTJets_HT600to800_madgraphMLM               10  102001  102001
         TTJets_HT600to800_madgraphMLM    12.5892541179  156376  156376
         TTJets_HT600to800_madgraphMLM    15.8489319246  233415  233415
         TTJets_HT600to800_madgraphMLM    19.9526231497  339531  339531
         TTJets_HT600to800_madgraphMLM    25.1188643151  471944  471944
         TTJets_HT600to800_madgraphMLM    31.6227766017  611357  611357
         TTJets_HT600to800_madgraphMLM    39.8107170553  726030  726030
         TTJets_HT600to800_madgraphMLM    50.1187233627  761562  761562
         TTJets_HT600to800_madgraphMLM     63.095734448  689374  689374
         TTJets_HT600to800_madgraphMLM    79.4328234724  540623  540623
         TTJets_HT600to800_madgraphMLM            100.0  389131  389131
         TTJets_HT600to800_madgraphMLM    125.892541179  280438  280438
         TTJets_HT600to800_madgraphMLM    158.489319246  209184  209184
         TTJets_HT600to800_madgraphMLM    199.526231497  154247  154247
         TTJets_HT600to800_madgraphMLM    251.188643151  104919  104919
         TTJets_HT600to800_madgraphMLM    316.227766017   62397   62397
         TTJets_HT600to800_madgraphMLM    398.107170553   29766   29766
         TTJets_HT600to800_madgraphMLM    501.187233627   10165   10165
         TTJets_HT600to800_madgraphMLM     630.95734448    2261    2261
         TTJets_HT600to800_madgraphMLM    794.328234724     360     360
         TTJets_HT600to800_madgraphMLM           1000.0      57      57
         TTJets_HT600to800_madgraphMLM    1258.92541179       5       5
         TTJets_HT600to800_madgraphMLM    1584.89319246       2       2
         TTJets_HT600to800_madgraphMLM    1995.26231497       1       1
         TTJets_HT600to800_madgraphMLM    2511.88643151       0       0
        TTJets_HT800to1200_madgraphMLM  0.0251188643151       1       1
        TTJets_HT800to1200_madgraphMLM  0.0316227766017       0       0
        TTJets_HT800to1200_madgraphMLM  0.0501187233627       2       2
        TTJets_HT800to1200_madgraphMLM   0.063095734448       2       2
        TTJets_HT800to1200_madgraphMLM  0.0794328234724       5       5
        TTJets_HT800to1200_madgraphMLM              0.1       9       9
        TTJets_HT800to1200_madgraphMLM   0.125892541179      14      14
        TTJets_HT800to1200_madgraphMLM   0.158489319246      13      13
        TTJets_HT800to1200_madgraphMLM   0.199526231497      24      24
        TTJets_HT800to1200_madgraphMLM   0.251188643151      47      47
        TTJets_HT800to1200_madgraphMLM   0.316227766017      75      75
        TTJets_HT800to1200_madgraphMLM   0.398107170553      99      99
        TTJets_HT800to1200_madgraphMLM   0.501187233627     187     187
        TTJets_HT800to1200_madgraphMLM    0.63095734448     300     300
        TTJets_HT800to1200_madgraphMLM   0.794328234724     447     447
        TTJets_HT800to1200_madgraphMLM              1.0     723     723
        TTJets_HT800to1200_madgraphMLM    1.25892541179    1124    1124
        TTJets_HT800to1200_madgraphMLM    1.58489319246    1832    1832
        TTJets_HT800to1200_madgraphMLM    1.99526231497    2805    2805
        TTJets_HT800to1200_madgraphMLM    2.51188643151    4584    4584
        TTJets_HT800to1200_madgraphMLM    3.16227766017    7033    7033
        TTJets_HT800to1200_madgraphMLM    3.98107170553   11060   11060
        TTJets_HT800to1200_madgraphMLM    5.01187233627   17591   17591
        TTJets_HT800to1200_madgraphMLM     6.3095734448   27569   27569
        TTJets_HT800to1200_madgraphMLM    7.94328234724   43433   43433
        TTJets_HT800to1200_madgraphMLM               10   66916   66916
        TTJets_HT800to1200_madgraphMLM    12.5892541179  103189  103189
        TTJets_HT800to1200_madgraphMLM    15.8489319246  154600  154600
        TTJets_HT800to1200_madgraphMLM    19.9526231497  226899  226899
        TTJets_HT800to1200_madgraphMLM    25.1188643151  319099  319099
        TTJets_HT800to1200_madgraphMLM    31.6227766017  425209  425209
        TTJets_HT800to1200_madgraphMLM    39.8107170553  522497  522497
        TTJets_HT800to1200_madgraphMLM    50.1187233627  578154  578154
        TTJets_HT800to1200_madgraphMLM     63.095734448  561933  561933
        TTJets_HT800to1200_madgraphMLM    79.4328234724  475276  475276
        TTJets_HT800to1200_madgraphMLM            100.0  358789  358789
        TTJets_HT800to1200_madgraphMLM    125.892541179  258709  258709
        TTJets_HT800to1200_madgraphMLM    158.489319246  190120  190120
        TTJets_HT800to1200_madgraphMLM    199.526231497  141645  141645
        TTJets_HT800to1200_madgraphMLM    251.188643151  103281  103281
        TTJets_HT800to1200_madgraphMLM    316.227766017   69538   69538
        TTJets_HT800to1200_madgraphMLM    398.107170553   41513   41513
        TTJets_HT800to1200_madgraphMLM    501.187233627   20207   20207
        TTJets_HT800to1200_madgraphMLM     630.95734448    7303    7303
        TTJets_HT800to1200_madgraphMLM    794.328234724    1615    1615
        TTJets_HT800to1200_madgraphMLM           1000.0     209     209
        TTJets_HT800to1200_madgraphMLM    1258.92541179      26      26
        TTJets_HT800to1200_madgraphMLM    1584.89319246       7       7
        TTJets_HT800to1200_madgraphMLM    1995.26231497       0       0
    TTJets_SingleLeptFromT_madgraphMLM              0.1       1       1
    TTJets_SingleLeptFromT_madgraphMLM   0.125892541179       3       3
    TTJets_SingleLeptFromT_madgraphMLM   0.158489319246       1       1
    TTJets_SingleLeptFromT_madgraphMLM   0.199526231497       2       2
    TTJets_SingleLeptFromT_madgraphMLM   0.251188643151       8       8
    TTJets_SingleLeptFromT_madgraphMLM   0.316227766017       7       7
    TTJets_SingleLeptFromT_madgraphMLM   0.398107170553      12      12
    TTJets_SingleLeptFromT_madgraphMLM   0.501187233627      19      19
    TTJets_SingleLeptFromT_madgraphMLM    0.63095734448      37      37
    TTJets_SingleLeptFromT_madgraphMLM   0.794328234724      57      57
    TTJets_SingleLeptFromT_madgraphMLM              1.0      86      86
    TTJets_SingleLeptFromT_madgraphMLM    1.25892541179     128     128
    TTJets_SingleLeptFromT_madgraphMLM    1.58489319246     208     208
    TTJets_SingleLeptFromT_madgraphMLM    1.99526231497     382     382
    TTJets_SingleLeptFromT_madgraphMLM    2.51188643151     561     561
    TTJets_SingleLeptFromT_madgraphMLM    3.16227766017     897     897
    TTJets_SingleLeptFromT_madgraphMLM    3.98107170553    1427    1427
    TTJets_SingleLeptFromT_madgraphMLM    5.01187233627    2294    2294
    TTJets_SingleLeptFromT_madgraphMLM     6.3095734448    3514    3514
    TTJets_SingleLeptFromT_madgraphMLM    7.94328234724    5544    5544
    TTJets_SingleLeptFromT_madgraphMLM               10    8630    8630
    TTJets_SingleLeptFromT_madgraphMLM    12.5892541179   13259   13259
    TTJets_SingleLeptFromT_madgraphMLM    15.8489319246   20524   20524
    TTJets_SingleLeptFromT_madgraphMLM    19.9526231497   31702   31702
    TTJets_SingleLeptFromT_madgraphMLM    25.1188643151   47273   47273
    TTJets_SingleLeptFromT_madgraphMLM    31.6227766017   68421   68421
    TTJets_SingleLeptFromT_madgraphMLM    39.8107170553   94341   94341
    TTJets_SingleLeptFromT_madgraphMLM    50.1187233627  121619  121619
    TTJets_SingleLeptFromT_madgraphMLM     63.095734448  141633  141633
    TTJets_SingleLeptFromT_madgraphMLM    79.4328234724  146271  146271
    TTJets_SingleLeptFromT_madgraphMLM            100.0  132376  132376
    TTJets_SingleLeptFromT_madgraphMLM    125.892541179  105385  105385
    TTJets_SingleLeptFromT_madgraphMLM    158.489319246   70504   70504
    TTJets_SingleLeptFromT_madgraphMLM    199.526231497   38200   38200
    TTJets_SingleLeptFromT_madgraphMLM    251.188643151   15720   15720
    TTJets_SingleLeptFromT_madgraphMLM    316.227766017    5269    5269
    TTJets_SingleLeptFromT_madgraphMLM    398.107170553    1520    1520
    TTJets_SingleLeptFromT_madgraphMLM    501.187233627     420     420
    TTJets_SingleLeptFromT_madgraphMLM     630.95734448      87      87
    TTJets_SingleLeptFromT_madgraphMLM    794.328234724      23      23
    TTJets_SingleLeptFromT_madgraphMLM           1000.0       7       7
    TTJets_SingleLeptFromT_madgraphMLM    1258.92541179       1       1
    TTJets_SingleLeptFromT_madgraphMLM    1584.89319246       0       0
 TTJets_SingleLeptFromTbar_madgraphMLM  0.0398107170553       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM  0.0501187233627       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM   0.063095734448       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM  0.0794328234724       0       0
 TTJets_SingleLeptFromTbar_madgraphMLM              0.1       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM   0.125892541179       2       2
 TTJets_SingleLeptFromTbar_madgraphMLM   0.158489319246       3       3
 TTJets_SingleLeptFromTbar_madgraphMLM   0.199526231497       9       9
 TTJets_SingleLeptFromTbar_madgraphMLM   0.251188643151       9       9
 TTJets_SingleLeptFromTbar_madgraphMLM   0.316227766017      10      10
 TTJets_SingleLeptFromTbar_madgraphMLM   0.398107170553      14      14
 TTJets_SingleLeptFromTbar_madgraphMLM   0.501187233627      26      26
 TTJets_SingleLeptFromTbar_madgraphMLM    0.63095734448      46      46
 TTJets_SingleLeptFromTbar_madgraphMLM   0.794328234724      77      77
 TTJets_SingleLeptFromTbar_madgraphMLM              1.0     144     144
 TTJets_SingleLeptFromTbar_madgraphMLM    1.25892541179     203     203
 TTJets_SingleLeptFromTbar_madgraphMLM    1.58489319246     282     282
 TTJets_SingleLeptFromTbar_madgraphMLM    1.99526231497     462     462
 TTJets_SingleLeptFromTbar_madgraphMLM    2.51188643151     721     721
 TTJets_SingleLeptFromTbar_madgraphMLM    3.16227766017    1169    1169
 TTJets_SingleLeptFromTbar_madgraphMLM    3.98107170553    1785    1785
 TTJets_SingleLeptFromTbar_madgraphMLM    5.01187233627    2868    2868
 TTJets_SingleLeptFromTbar_madgraphMLM     6.3095734448    4348    4348
 TTJets_SingleLeptFromTbar_madgraphMLM    7.94328234724    6993    6993
 TTJets_SingleLeptFromTbar_madgraphMLM               10   10828   10828
 TTJets_SingleLeptFromTbar_madgraphMLM    12.5892541179   17010   17010
 TTJets_SingleLeptFromTbar_madgraphMLM    15.8489319246   26337   26337
 TTJets_SingleLeptFromTbar_madgraphMLM    19.9526231497   39946   39946
 TTJets_SingleLeptFromTbar_madgraphMLM    25.1188643151   59513   59513
 TTJets_SingleLeptFromTbar_madgraphMLM    31.6227766017   86875   86875
 TTJets_SingleLeptFromTbar_madgraphMLM    39.8107170553  119172  119172
 TTJets_SingleLeptFromTbar_madgraphMLM    50.1187233627  153877  153877
 TTJets_SingleLeptFromTbar_madgraphMLM     63.095734448  177709  177709
 TTJets_SingleLeptFromTbar_madgraphMLM    79.4328234724  183593  183593
 TTJets_SingleLeptFromTbar_madgraphMLM            100.0  167805  167805
 TTJets_SingleLeptFromTbar_madgraphMLM    125.892541179  132065  132065
 TTJets_SingleLeptFromTbar_madgraphMLM    158.489319246   88387   88387
 TTJets_SingleLeptFromTbar_madgraphMLM    199.526231497   48209   48209
 TTJets_SingleLeptFromTbar_madgraphMLM    251.188643151   19626   19626
 TTJets_SingleLeptFromTbar_madgraphMLM    316.227766017    6442    6442
 TTJets_SingleLeptFromTbar_madgraphMLM    398.107170553    1911    1911
 TTJets_SingleLeptFromTbar_madgraphMLM    501.187233627     538     538
 TTJets_SingleLeptFromTbar_madgraphMLM     630.95734448     128     128
 TTJets_SingleLeptFromTbar_madgraphMLM    794.328234724      27      27
 TTJets_SingleLeptFromTbar_madgraphMLM           1000.0       3       3
 TTJets_SingleLeptFromTbar_madgraphMLM    1258.92541179       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM    1584.89319246       1       1
 TTJets_SingleLeptFromTbar_madgraphMLM    1995.26231497       0       0
                    TTJets_madgraphMLM  0.0398107170553       1       1
                    TTJets_madgraphMLM  0.0501187233627       0       0
                    TTJets_madgraphMLM   0.063095734448       4       4
                    TTJets_madgraphMLM  0.0794328234724       3       3
                    TTJets_madgraphMLM              0.1      14      14
                    TTJets_madgraphMLM   0.125892541179      17      17
                    TTJets_madgraphMLM   0.158489319246      20      20
                    TTJets_madgraphMLM   0.199526231497      35      35
                    TTJets_madgraphMLM   0.251188643151      59      59
                    TTJets_madgraphMLM   0.316227766017      92      92
                    TTJets_madgraphMLM   0.398107170553     114     114
                    TTJets_madgraphMLM   0.501187233627     217     217
                    TTJets_madgraphMLM    0.63095734448     324     324
                    TTJets_madgraphMLM   0.794328234724     588     588
                    TTJets_madgraphMLM              1.0     814     814
                    TTJets_madgraphMLM    1.25892541179    1403    1403
                    TTJets_madgraphMLM    1.58489319246    2163    2163
                    TTJets_madgraphMLM    1.99526231497    3308    3308
                    TTJets_madgraphMLM    2.51188643151    5515    5515
                    TTJets_madgraphMLM    3.16227766017    8609    8609
                    TTJets_madgraphMLM    3.98107170553   13436   13436
                    TTJets_madgraphMLM    5.01187233627   20897   20897
                    TTJets_madgraphMLM     6.3095734448   32822   32822
                    TTJets_madgraphMLM    7.94328234724   50687   50687
                    TTJets_madgraphMLM               10   76846   76846
                    TTJets_madgraphMLM    12.5892541179  114355  114355
                    TTJets_madgraphMLM    15.8489319246  164932  164932
                    TTJets_madgraphMLM    19.9526231497  226370  226370
                    TTJets_madgraphMLM    25.1188643151  287569  287569
                    TTJets_madgraphMLM    31.6227766017  328637  328637
                    TTJets_madgraphMLM    39.8107170553  327131  327131
                    TTJets_madgraphMLM    50.1187233627  272171  272171
                    TTJets_madgraphMLM     63.095734448  192783  192783
                    TTJets_madgraphMLM    79.4328234724  125364  125364
                    TTJets_madgraphMLM            100.0   84097   84097
                    TTJets_madgraphMLM    125.892541179   58459   58459
                    TTJets_madgraphMLM    158.489319246   37951   37951
                    TTJets_madgraphMLM    199.526231497   19796   19796
                    TTJets_madgraphMLM    251.188643151    8304    8304
                    TTJets_madgraphMLM    316.227766017    2734    2734
                    TTJets_madgraphMLM    398.107170553     819     819
                    TTJets_madgraphMLM    501.187233627     206     206
                    TTJets_madgraphMLM     630.95734448      54      54
                    TTJets_madgraphMLM    794.328234724       9       9
                    TTJets_madgraphMLM           1000.0       2       2
                    TTJets_madgraphMLM    1258.92541179       0       0
     WJetsToLNu_HT100to200_madgraphMLM   0.063095734448       1       1
     WJetsToLNu_HT100to200_madgraphMLM  0.0794328234724       0       0
     WJetsToLNu_HT100to200_madgraphMLM   0.125892541179       1       1
     WJetsToLNu_HT100to200_madgraphMLM   0.158489319246       0       0
     WJetsToLNu_HT100to200_madgraphMLM   0.316227766017       2       2
     WJetsToLNu_HT100to200_madgraphMLM   0.398107170553       1       1
     WJetsToLNu_HT100to200_madgraphMLM   0.501187233627       4       4
     WJetsToLNu_HT100to200_madgraphMLM    0.63095734448       4       4
     WJetsToLNu_HT100to200_madgraphMLM   0.794328234724      11      11
     WJetsToLNu_HT100to200_madgraphMLM              1.0      16      16
     WJetsToLNu_HT100to200_madgraphMLM    1.25892541179      26      26
     WJetsToLNu_HT100to200_madgraphMLM    1.58489319246      39      39
     WJetsToLNu_HT100to200_madgraphMLM    1.99526231497      54      54
     WJetsToLNu_HT100to200_madgraphMLM    2.51188643151      84      84
     WJetsToLNu_HT100to200_madgraphMLM    3.16227766017     137     137
     WJetsToLNu_HT100to200_madgraphMLM    3.98107170553     232     232
     WJetsToLNu_HT100to200_madgraphMLM    5.01187233627     388     388
     WJetsToLNu_HT100to200_madgraphMLM     6.3095734448     563     563
     WJetsToLNu_HT100to200_madgraphMLM    7.94328234724     902     902
     WJetsToLNu_HT100to200_madgraphMLM               10    1335    1335
     WJetsToLNu_HT100to200_madgraphMLM    12.5892541179    1970    1970
     WJetsToLNu_HT100to200_madgraphMLM    15.8489319246    3097    3097
     WJetsToLNu_HT100to200_madgraphMLM    19.9526231497    4571    4571
     WJetsToLNu_HT100to200_madgraphMLM    25.1188643151    6548    6548
     WJetsToLNu_HT100to200_madgraphMLM    31.6227766017    9272    9272
     WJetsToLNu_HT100to200_madgraphMLM    39.8107170553   11437   11437
     WJetsToLNu_HT100to200_madgraphMLM    50.1187233627   13211   13211
     WJetsToLNu_HT100to200_madgraphMLM     63.095734448   13801   13801
     WJetsToLNu_HT100to200_madgraphMLM    79.4328234724   12568   12568
     WJetsToLNu_HT100to200_madgraphMLM            100.0   10177   10177
     WJetsToLNu_HT100to200_madgraphMLM    125.892541179    6387    6387
     WJetsToLNu_HT100to200_madgraphMLM    158.489319246    2611    2611
     WJetsToLNu_HT100to200_madgraphMLM    199.526231497     637     637
     WJetsToLNu_HT100to200_madgraphMLM    251.188643151      38      38
     WJetsToLNu_HT100to200_madgraphMLM    316.227766017       5       5
     WJetsToLNu_HT100to200_madgraphMLM    398.107170553       1       1
     WJetsToLNu_HT100to200_madgraphMLM    501.187233627       0       0
   WJetsToLNu_HT1200to2500_madgraphMLM   0.251188643151       1       1
   WJetsToLNu_HT1200to2500_madgraphMLM   0.316227766017       1       1
   WJetsToLNu_HT1200to2500_madgraphMLM   0.398107170553       0       0
   WJetsToLNu_HT1200to2500_madgraphMLM    0.63095734448       1       1
   WJetsToLNu_HT1200to2500_madgraphMLM   0.794328234724       3       3
   WJetsToLNu_HT1200to2500_madgraphMLM              1.0       8       8
   WJetsToLNu_HT1200to2500_madgraphMLM    1.25892541179       5       5
   WJetsToLNu_HT1200to2500_madgraphMLM    1.58489319246       7       7
   WJetsToLNu_HT1200to2500_madgraphMLM    1.99526231497      13      13
   WJetsToLNu_HT1200to2500_madgraphMLM    2.51188643151      20      20
   WJetsToLNu_HT1200to2500_madgraphMLM    3.16227766017      40      40
   WJetsToLNu_HT1200to2500_madgraphMLM    3.98107170553      49      49
   WJetsToLNu_HT1200to2500_madgraphMLM    5.01187233627      91      91
   WJetsToLNu_HT1200to2500_madgraphMLM     6.3095734448     136     136
   WJetsToLNu_HT1200to2500_madgraphMLM    7.94328234724     211     211
   WJetsToLNu_HT1200to2500_madgraphMLM               10     346     346
   WJetsToLNu_HT1200to2500_madgraphMLM    12.5892541179     511     511
   WJetsToLNu_HT1200to2500_madgraphMLM    15.8489319246     759     759
   WJetsToLNu_HT1200to2500_madgraphMLM    19.9526231497    1233    1233
   WJetsToLNu_HT1200to2500_madgraphMLM    25.1188643151    1899    1899
   WJetsToLNu_HT1200to2500_madgraphMLM    31.6227766017    2815    2815
   WJetsToLNu_HT1200to2500_madgraphMLM    39.8107170553    4124    4124
   WJetsToLNu_HT1200to2500_madgraphMLM    50.1187233627    5693    5693
   WJetsToLNu_HT1200to2500_madgraphMLM     63.095734448    7163    7163
   WJetsToLNu_HT1200to2500_madgraphMLM    79.4328234724    8376    8376
   WJetsToLNu_HT1200to2500_madgraphMLM            100.0    8512    8512
   WJetsToLNu_HT1200to2500_madgraphMLM    125.892541179    7878    7878
   WJetsToLNu_HT1200to2500_madgraphMLM    158.489319246    6634    6634
   WJetsToLNu_HT1200to2500_madgraphMLM    199.526231497    5105    5105
   WJetsToLNu_HT1200to2500_madgraphMLM    251.188643151    3784    3784
   WJetsToLNu_HT1200to2500_madgraphMLM    316.227766017    2530    2530
   WJetsToLNu_HT1200to2500_madgraphMLM    398.107170553    1616    1616
   WJetsToLNu_HT1200to2500_madgraphMLM    501.187233627     944     944
   WJetsToLNu_HT1200to2500_madgraphMLM     630.95734448     544     544
   WJetsToLNu_HT1200to2500_madgraphMLM    794.328234724     297     297
   WJetsToLNu_HT1200to2500_madgraphMLM           1000.0     124     124
   WJetsToLNu_HT1200to2500_madgraphMLM    1258.92541179      56      56
   WJetsToLNu_HT1200to2500_madgraphMLM    1584.89319246       5       5
   WJetsToLNu_HT1200to2500_madgraphMLM    1995.26231497       0       0
     WJetsToLNu_HT200to400_madgraphMLM              0.1       1       1
     WJetsToLNu_HT200to400_madgraphMLM   0.125892541179       0       0
     WJetsToLNu_HT200to400_madgraphMLM   0.158489319246       5       5
     WJetsToLNu_HT200to400_madgraphMLM   0.199526231497       1       1
     WJetsToLNu_HT200to400_madgraphMLM   0.251188643151       1       1
     WJetsToLNu_HT200to400_madgraphMLM   0.316227766017      10      10
     WJetsToLNu_HT200to400_madgraphMLM   0.398107170553      12      12
     WJetsToLNu_HT200to400_madgraphMLM   0.501187233627      17      17
     WJetsToLNu_HT200to400_madgraphMLM    0.63095734448      39      39
     WJetsToLNu_HT200to400_madgraphMLM   0.794328234724      41      41
     WJetsToLNu_HT200to400_madgraphMLM              1.0      82      82
     WJetsToLNu_HT200to400_madgraphMLM    1.25892541179     119     119
     WJetsToLNu_HT200to400_madgraphMLM    1.58489319246     197     197
     WJetsToLNu_HT200to400_madgraphMLM    1.99526231497     280     280
     WJetsToLNu_HT200to400_madgraphMLM    2.51188643151     497     497
     WJetsToLNu_HT200to400_madgraphMLM    3.16227766017     744     744
     WJetsToLNu_HT200to400_madgraphMLM    3.98107170553    1238    1238
     WJetsToLNu_HT200to400_madgraphMLM    5.01187233627    1903    1903
